Process,Rev_num,Sw_rev,Sw,Pc,krw,kro,1-Sw
1,3,0.20195271,0.500732752,2052.884738,0.098731733,0.182782044,0.499267248
1,3,0.20195271,0.510722255,2045.907568,0.108072706,0.176885277,0.489277745
1,3,0.20195271,0.520704895,2103.246402,0.117174726,0.1745045,0.479295105
1,3,0.20195271,0.530636162,2023.287696,0.124998763,0.167141361,0.469363838
1,3,0.20195271,0.5406118,2074.101429,0.135604892,0.160481665,0.4593882
1,3,0.20195271,0.550907317,2344.475663,0.141441832,0.144992053,0.449092683
1,3,0.20195271,0.560575901,2019.659084,0.147320523,0.141193793,0.439424099
1,3,0.20195271,0.570823334,2164.317161,0.156940085,0.128621871,0.429176666
1,3,0.20195271,0.58089824,1587.685988,0.164657836,0.127677361,0.41910176
1,3,0.20195271,0.590952243,1302.408418,0.178213135,0.123983899,0.409047757
1,3,0.20195271,0.600865273,1552.666586,0.185785934,0.117259169,0.399134727
1,3,0.20195271,0.610842973,1537.753886,0.191421996,0.10060857,0.389157027
1,3,0.20195271,0.620822423,1557.03615,0.197089932,0.049229815,0.379177577
1,3,0.20195271,0.630787058,1466.590677,0.206037388,0.045960722,0.369212942
1,3,0.20195271,0.640781723,1496.932929,0.216023547,0.04007251,0.359218277
1,3,0.20195271,0.650756535,1527.680304,0.234564696,0,0.349243465
1,3,0.20195271,0.660718737,1526.797596,0.271929975,0,0.339281263
1,3,0.20195271,0.670749326,1365.405461,0.282221563,0,0.329250674
1,3,0.20195271,0.680772732,1397.423293,0.301375147,0,0.319227268
1,3,0.20195271,0.69071617,1320.072359,0.327043786,0,0.30928383
1,3,0.20195271,0.700641665,1204.517239,0.330564085,0,0.299358335
1,3,0.20195271,0.710624642,1206.382168,0.337147214,0,0.289375358
1,3,0.20195271,0.72059095,1170.030852,0.351314465,0,0.27940905
1,3,0.20195271,0.730520633,1053.408557,0.362806124,0,0.269479367
1,3,0.20195271,0.740506649,1064.158007,0.369524503,0,0.259493351
1,3,0.20195271,0.750362636,828.4661625,0.378151943,0,0.249637364
1,3,0.20195271,0.760310768,735.2045893,0.38681917,0,0.239689232
1,3,0.20195271,0.77033454,816.9657161,0.39329082,0,0.22966546
1,3,0.401558454,0.401558454,3324.470571,0.018993716,0.410833535,0.598441546
1,3,0.401558454,0.411506263,2982.68115,0.021068064,0.408010117,0.588493737
1,3,0.401558454,0.42145286,2788.799063,0.025584506,0.40239218,0.57854714
1,3,0.401558454,0.431392577,2599.02705,0.034811204,0.395565762,0.568607423
1,3,0.401558454,0.441351977,2486.685011,0.040197905,0.384564781,0.558648023
1,3,0.401558454,0.451302161,2303.449029,0.043288615,0.377247701,0.548697839
1,3,0.401558454,0.461287162,2264.05733,0.047474156,0.368319303,0.538712838
1,3,0.401558454,0.471255362,2170.013641,0.052943275,0.359530142,0.528744638
1,3,0.401558454,0.481227697,2079.831096,0.056761597,0.343720213,0.518772303
1,3,0.401558454,0.491191481,2000.256375,0.059098494,0.326726906,0.508808519
1,3,0.401558454,0.501188471,2036.791682,0.062969219,0.2961563,0.498811529
1,3,0.401558454,0.511138397,1931.055038,0.068571031,0.288281915,0.488861603
1,3,0.401558454,0.521119738,1881.948477,0.075019937,0.269690284,0.478880262
1,3,0.401558454,0.531102752,1915.48335,0.083717136,0.229254585,0.468897248
1,3,0.401558454,0.541028007,1889.251693,0.089436895,0.197705454,0.458971993
1,3,0.401558454,0.550127873,2282.130279,0.099532849,0.168207629,0.449872127
1,3,0.401558454,0.560123242,2193.130704,0.109127251,0.158216044,0.439876758
1,3,0.401558454,0.57010588,2174.161371,0.120425578,0.156496603,0.42989412
1,3,0.401558454,0.579912319,2328.818721,0.129924911,0.151879577,0.420087681
1,3,0.401558454,0.590115183,1934.647436,0.140723577,0.133114204,0.409884817
1,3,0.401558454,0.600105332,1890.272609,0.151343965,0.132042074,0.399894668
1,3,0.401558454,0.610085671,1873.916432,0.165605242,0.130154015,0.389914329
1,3,0.401558454,0.620098852,1716.061484,0.172977515,0.125024528,0.379901148
1,3,0.401558454,0.630757818,1587.835071,0.184904095,0.107865517,0.369242182
1,3,0.401558454,0.640861769,1380.51338,0.192407323,0.052885301,0.359138231
1,3,0.401558454,0.650834382,1356.088714,0.205016776,0.046896585,0.349165618
1,3,0.401558454,0.660816583,1360.15372,0.214666918,0.04470636,0.339183417
1,3,0.401558454,0.670801102,1386.343125,0.226855618,0.033821856,0.329198898
1,3,0.401558454,0.680774667,1383.871473,0.24070496,0,0.319225333
1,3,0.401558454,0.690536177,1740.264498,0.274122175,0,0.309463823
1,3,0.401558454,0.700508791,1612.052427,0.285257038,0,0.299491209
1,3,0.401558454,0.71047625,1369.387484,0.294940984,0,0.28952375
1,3,0.401558454,0.72044586,1446.312386,0.302137706,0,0.27955414
1,3,0.401558454,0.730407191,1378.955202,0.317773709,0,0.269592809
1,3,0.401558454,0.740335501,1230.325013,0.32112243,0,0.259664499
1,3,0.401558454,0.750207857,922.1030196,0.328880268,0,0.249792143
1,3,0.401558454,0.760366327,858.7339929,0.335388472,0,0.239633673
1,3,0.60119006,0.60119006,2853.18127,0.133479741,0.133585773,0.39880994
1,3,0.60119006,0.611093327,2534.369984,0.138625239,0.128382187,0.388906673
1,3,0.60119006,0.621021913,2320.175368,0.142985978,0.12354319,0.378978087
1,3,0.60119006,0.630972617,2236.940727,0.14965241,0.120789848,0.369027383
1,3,0.60119006,0.64091155,2091.902995,0.153841801,0.114455532,0.35908845
1,3,0.60119006,0.650870316,1987.681966,0.167119828,0.078821562,0.349129684
1,3,0.60119006,0.660809587,1844.725618,0.181837887,0.071416073,0.339190413
1,3,0.60119006,0.67076848,1782.104663,0.1974108,0.070197296,0.32923152
1,3,0.60119006,0.680712938,1629.100511,0.212337796,0.066063918,0.319287062
1,3,0.60119006,0.690751929,1533.260277,0.235359677,0.061872838,0.309248071
1,3,0.60119006,0.700679439,1637.091766,0.248961678,0,0.299320561
1,3,0.60119006,0.710634621,1564.886014,0.259797465,0,0.289365379
1,3,0.60119006,0.720700258,1446.470218,0.279714895,0,0.279299742
1,3,0.60119006,0.730691777,1508.907911,0.314226521,0,0.269308223
1,3,0.60119006,0.74058463,1238.455259,0.33266518,0,0.25941537
1,3,0.60119006,0.750412398,901.9739357,0.336705619,0,0.249587602
1,3,0.60119006,0.760417514,931.7900518,0.332786503,0,0.239582486
1,3,0.60119006,0.770295383,703.7937964,0.337089898,0,0.229704617
